id,nom,type,latitude,longitude,district_region,departement_commune,verifie,niveau,shapeID
cmrev3na000ppyo7efzighkjm,Korhogo,sous_prefecture,9.519887498889666,-5.792022985038916,Korhogo,,oui,ADM3,97208781B94303292204767
cmrev3na600pryo7e0rt39qfh,Koro,sous_prefecture,8.487360303406467,-7.368975089737921,Koro,,oui,ADM3,97208781B3196658918480
cmrev3nab00ptyo7ek9ntpv2l,Kossou,sous_prefecture,6.955399948163685,-5.458111339909042,Kossou,,oui,ADM3,97208781B67300902404476
cmrev3nah00pvyo7e0xf8js2n,Kotobi,sous_prefecture,6.713895938119094,-4.047545644928523,Kotobi,,oui,ADM3,97208781B71549231984623
cmrev3nam00pxyo7ezxwia95l,Koua,sous_prefecture,7.549570592704963,-7.239708568688478,Koua,,oui,ADM3,97208781B9335734538553
cmrev3nar00pzyo7earlvs8kk,Kouadioblékro,sous_prefecture,6.979968080137977,-4.24909209796547,Kouadioblékro,,oui,ADM3,97208781B27892391401093
cmrev3naw00q1yo7ewo6eyqqu,Kouakro,sous_prefecture,5.452588808711162,-2.87456009557773,Kouakro,,oui,ADM3,97208781B6783741894011
cmrev3nb100q3yo7e7g1gzzlr,Kouan-Houlé,sous_prefecture,7.400011844844879,-8.270545749043057,Kouan-Houlé,,oui,ADM3,97208781B70502192334682
cmrev3nb600q5yo7errmptw7u,Kouassi-Datékro,sous_prefecture,7.818660652047295,-3.655206219708613,Kouassi-Datékro,,oui,ADM3,97208781B90063766766045
cmrev3nbc00q7yo7eaj3euxnn,Kouassi-Kouassikro,sous_prefecture,7.325637396512548,-4.615475999937452,Kouassi-Kouassikro,,oui,ADM3,97208781B46150013792583
cmrev3nbh00q9yo7e6gr38mbw,Kouassia-Niaguini,sous_prefecture,7.379952375205932,-3.059667444999956,Kouassia-Niaguini,,oui,ADM3,97208781B83557954807195
cmrev3nbm00qbyo7e7e59qd2h,Kouétinfla,sous_prefecture,6.609703454533379,-6.053617700799952,Kouétinfla,,oui,ADM3,97208781B88647580296607
cmrev3nbs00qdyo7em6jhzlat,Kouibly,sous_prefecture,7.240481482986533,-7.225321360675627,Kouibly,,oui,ADM3,97208781B69168251085893
cmrev3nbx00qfyo7eh8dj4iy6,Koumbala,sous_prefecture,9.398751630538507,-5.073404062351603,Koumbala,,oui,ADM3,97208781B55997589958985
cmrev3nc300qhyo7e8o9o6olc,Koun-Fao,sous_prefecture,7.518187051513278,-3.341055971994661,Koun-Fao,,oui,ADM3,97208781B67337972529413
cmrev3nc800qjyo7e565vw0kq,Kounahiri,sous_prefecture,7.790105927053146,-5.812171242398183,Kounahiri,,oui,ADM3,97208781B53429941504482
cmrev3nce00qlyo7e5h8bh297,Kouto,sous_prefecture,9.97828311546057,-6.334683354184167,Kouto,,oui,ADM3,97208781B91471046110409
cmrev3ncj00qnyo7e6e6bvrap,Koutouba,sous_prefecture,8.59050691567396,-3.240518334108649,Koutouba,,oui,ADM3,97208781B2309218486649
